Class Index,Title,Description
2,"Sixers Robinson, Dalembert Get Demotions (AP)","AP - Glenn Robinson and Samuel Dalembert have been demoted from the Philadelphia 76ers' starting lineup, coach Jim O'Brien announced Tuesday as he put the first stamp on his new team."
2,Police investigating Pacers-Pistons brawl,"CBC SPORTS ONLINE - Police in Auburn Hills, Michigan, are looking at videotapes of an ugly brawl involving fans and players at a Detroit Pistons-Indiana Pacers game Friday night."
2,Huskies line up to score,"One line did most of the work as the Northeastern men's hockey team defeated Merrimack, 5-1, in a Hockey East contest last night in North Andover."
2,Federer beats Roddick to win Thailand Open,"Roger Federer defeated Andy Roddick 6-4 6-0 to win the Thailand Open on Sunday, and joined Bjorn Borg and John McEnroe as the only players to win 12 consecutive finals."
2,"Colts 41, Lions 9","While Peyton Manning tried to downplay his individual accomplishments, receiver Brandon Stokley heaped on the praise.  quot;Hes the best thats ever played this game as far as quarterbacks are concerned, quot; Stokley said."
2,Defining moment for NFL,"High-definition television and the National Football League are going to be entwined this season. All ABC and ESPN games are scheduled to be broadcast in HD. Fox plans to do as many as six games each week in HD, and CBS will do three. And each Wednesday and Thursday at 9 p.m., the NFL Network will have a 60-minute condensed ..."
2,Utah State hire Brent Guy as football coach,"Guy, a former Utah State assistant coach from 1992-94, has spent the last four seasons as the defensive coordinator and linebackers coach at Arizona State."
2,"Reds 8, Cubs 3","Greg Maddux gave up three homers, including Adam Dunn #39;s 44th of the year, in an 8-3 loss to the Cincinnati Reds on Tuesday night that could cost the Cubs valuable ground in the NL wild-card race."
2,NHL Lockout Forces All-Star Cancellation,"NEW YORK Nov 3, 2004 - In another sign the NHL season is slipping away, the league canceled its All-Star game Wednesday because of the lockout."
2,Federer rolls on,"To say that Roger Federer has come a long way is something of an under-statement but that fact rang home with a great clarity when he beat the 19-year-old Marcos Baghadatis from Cyprus 6-2, 6-7, 6-3, 6-1 to reach the third round at the US Open."
2,"No Savior of League Lockout, Says 'Great One'"," TORONTO (Reuters) - Wayne Gretzky is an ice hockey god to  millions of Canadians but even the ""Great One"" is unable to  offer a solution to the labor dispute now threatening to wipe  out the entire NHL season."
2,"On the brink, Dodgers left to lean on Lima","He sings, he dances. He serves as the Dodgers' unofficial cheerleader, racing nonstop around the dugout and constantly pumping his teammates up. Most important, Jose Lima pitches -- and very well at Dodger Stadium."
2,Orioles Beat Blue Jays to Start Twinbill (AP),"AP - David Newhan singled home the winning run in the bottom of the ninth inning, giving the Baltimore Orioles a 7-6 victory over the Toronto Blue Jays in the first game of a doubleheader Wednesday."
2,Game Quotes,On Stephon Marbury: He got into a rhythm and it was a nice zone to be in. His shot looked good and he had good form. He hit big shots and it helped change the game.
2,New job offer shocked Robinson,"Bagshot, England - Jason Robinson has said he was stunned to be made England captain for Saturday #39;s Test against Canada at Twickenham."
2,Hewitt runs hot,LLEYTON Hewitt is in hot form and a determined Mark Philippoussis declared yesterday he was ready to reverse his form slump and  quot;do some damage quot; at the US Open beginning tonight.
2,Robinson optimistic ahead of Six Nations,LONDON (AFP) - England coach Andy Robinson was in upbeat mood despite a 21-19 Twickenham defeat against Australia that was the team #39;s first loss since the resignation of World Cup-winning supremo Sir Clive Woodward.
2,Cards Top Pirates 5-3 to Sweep Twinbill (AP),"AP - Scott Rolen became the third St. Louis player to hit 30 homers this season and Chris Carpenter set a career best with his 13th win, leading the Cardinals over the Pittsburgh Pirates 5-3 Friday night to complete a day-night doubleheader sweep."
2,Impressive Haas Continues Comeback Run at Open," NEW YORK (Reuters) - Germany's Tommy Haas continued his  impressive comeback from injury with a 6-2, 6-3, 7-5 victory  over Brazilian qualifier Ricardo Mello to reach the fourth  round of the U.S. Open on Sunday."
2,Giving Thanks: Jets extend Bradway #39;s contract,"Hempstead, NY (Sports Network) - The New York Jets on Thursday extended the contract of executive vice president and general manager Terry Bradway through the 2007 season."
2,"League Officials, R. Williams #39;s Attorney Meet",Ricky Williams #39;s attorney met with NFL officials yesterday to discuss the former Miami Dolphins tailback #39;s desire to return from his brief retirement.
2,"England, Germany Win Cup Qualifying Preps (AP)","AP - Looking to rebound after poor showings in Euro 2004, England and Germany won tuneup games Wednesday in preparation for qualifiers for the 2006 World Cup."
2,Australia win first men #39;s hockey gold,"Australia won the Olympic men #39;s hockey tournament for the first time in history on Friday, beating the Netherlands 2-1 with a golden goal."
2,Safin gets free ride,TOP-seeded Marat Safin advanced to the second round of the St Petersburg Open today when Austrian Alexander Peya retired with an injured ankle.
2,Troussier sets to take over Marseille,"Olympique Marseille expected to reach a deal with former Japan coach Philippe Troussier  quot;within 48 hours quot;, said the French first division club Thursday."
2,Miller storms to downhill glory,American skiier Bode Miller made it four World Cup wins in five races when he stormed to victory in the men #39;s downhill at Beaver Greek in Colorado.
2,Patriots Make the Bills Pay and Win Their 18th Game in a Row,"The Patriots, who have not lost since Sept. 28, 2003, joined four teams with 18 consecutive victories."
2,Langer outplays pace barrage,"PERTH, Dec. 16. - Justin Langer survived Shoaib Akhtars incisive opening pace barrage and retorted with his 21st Test ton, as Australia recovered from 78 for five to 357 for eight at stumps today on the "
2,Manning outguns Favre,"Peyton Manning threw for 393 yards and five first-half touchdowns and the Indianapolis Colts beat the Green Bay Packers 45-31 in a wild, high-scoring game on Sunday."
2,"Yanks Qualify, and Elvis Has Left for Boston","The Yankees reserved a spot in October for the 10th year in a row, assuring themselves of no worse than a wild card."
3,US house sales fall in July,Sales of non-new houses in the US fell last month but still exceeded analyst forecasts.
3,DJ to acquire MarketWatch,"Dow Jones  amp; Co., publisher of the Wall Street Journal, says it has agreed to buy online news site MarketWatch Inc. in a \$519 million deal that widens its Internet audience."
3,Dollar hits new low on Snow speech,"The United States supports a  quot;strong dollar, quot; Treasury Secretary John Snow said, while suggesting the Bush administration will not act to boost its value. His comments sent the currency plunging to a record low against the euro."
3,Yukos executives 'flee' Russia,All the top executives at Russian oil giant Yukos have fled the country in fear of arrest as the government seeks to sell off its main asset.
3,Smithfield quarterly profits beat outlook,"SMITHFIELD, Va. Meat processor Smithfield Foods says its income more than doubled in the most recent quarter. The company cites improved profitability in the hog production segment, combined with strong results "
3,Morgan Stanley cracks in 3Q,"Investment bank misses estimates as trading income plunges, other units fail to pick up the slack. By Rob Cox, Breakingviews. LONDON (Breakingviews) - Morgan Stanley is the first to slip."
3,ING Names Business Units in Trade Woes,"ING Groep NV has disclosed new details of trading improprieties in its mutual funds and variable-insurance products, but research firm Morningstar Inc."
3,"Lennar Profit Up 12 Pct, Shares Fall","Home builder Lennar Corp. (LEN.N: Quote, Profile, Research) on Monday reported a 12 percent rise in quarterly profit and raised its forecasts for the current and following year, citing a stable economy."
3,"US manufacturing activity picks up, construction surges to record &lt;b&gt;...&lt;/b&gt;","US manufacturing activity remained strong in September and construction spending surged to a record high in August, according to a pair of reports issued Friday that provided an optimistic look at the sturdiness of the economy."
3,Ottawa Says Time to Stop Protecting Air Canada,"The Canadian government, in a radical shift, said on Friday it was time to stop protecting national carrier Air Canada as it mulled whether to lift foreign ownership restrictions on the country #39;s airlines."
3,Russia Delays Review of Yukos Subsidiary Licenses,Russia #39;s Natural Resources Ministry has postponed consideration of whether to suspend the licenses of the main subsidiary of the troubled giant oil firm Yukos.
3,National union leaders set a timeline for change,"November 11, 2004. WASHINGTON -aced with the impact of labor #39;s political loss on Nov. 2, the AFL-CIO Executive Council decided on Nov. 10 on a timeline for changes in the union movement "
3,BA launches inquiry,"The chief executive of British Airways, Rod Eddington, says he will carry out an investigation into the staff shortages that caused flight cancellations this week."
3,FT gets Collins Stewart claim struck out,The Financial Times today won its action to strike out a record 230.5m libel damages claim from City brokers Collins Stewart that could have closed down the pink paper.
3,Things better without Conway?,"PeopleSoft Inc., in the midst of fighting a takeover bid from Oracle Corp., is  quot;in better shape quot; because of the departures of Chief Executive Craig Conway and a senior technology official, a director testified."
3,Bank of Montreal to acquire Indiana-based institution,Toronto (Dow Jones) -- Bank of Montreal on Wednesday said it agreed to acquire Mercantile Bancorp Inc. for \$156.5 million as it moves to expand in the Midwest region of the United States.
3,Vodafone 'OKs Verizon Sprint bid',US telecoms firm Verizon is reported to have won the backing of mobile partner Vodafone for a bid for US rival Sprint.
3,Third Quarter Gannett Earns Up 11 Percent,"NEW YORK - Gannett Co., the largest newspaper publisher in the country, reported an 11 percent increase in third-quarter earnings Tuesday on gains in advertising, particularly classified real estate and help-wanted ads."
3,Samsung Faces Concerns Over Margins," SEOUL (Reuters) - Concern over falling profit margins at  Samsung Electronics Co. Ltd. grew on Thursday as the company  said it was spending more on handset marketing and a top broker  issued a ""sell"" rating on its stock for the first time in  years."
3,"Wall Street Faces 2 Elections, Not Just 1 (Reuters)",Reuters - The waiting game for the U.S.\presidential election ends two weeks from Tuesday -- but then\investors can turn over the timer and start again.
3,Indian Central Bank Raises Key Rate to Curb Prices (Update2),"India #39;s central bank unexpectedly raised a key interest rate for the first time in four years, saying record oil prices and rising corporate demand for credit threaten to fuel inflation."
3,Coke is it: BHP coal to double,BHP Billiton plans an aggressive \$US1.5-2 billion (\$2.1-2.8 billion) near-doubling of its coking coal production over the next five years to meet the China-inspired surge in demand for carbon steel-making materials through mine expansions and developments 
3,Video game giants roll out products,Nintendo Co. and Sony Corp. made separate product announcements Tuesday that the video game giants hope will attract more customers ahead of the highly competitive holiday shopping season.
3,Oil prices up on Yukos woes,"NEW YORK -- Oil prices broke above \$46 yesterday after Russian oil giant Yukos said it would cut some oil shipments to China, the first toll on exports from the company's financial turmoil."
3,"Australia #39;s S amp;P/ASX 200 Falls; Origin Declines, Woodside Climbs",Australia #39;s S amp;P/ASX 200 Index fell for a third day. Origin Energy Ltd. declined after New Zealand #39;s Contact Energy Ltd.
3,Harmony Grabs Hold of Gold Fields,HARMONY is set to become the world #39;s biggest gold producing mining company in just four months. This week Harmony moved closer to successfully concluding its hostile bid for rival Gold Fields.
3,"UPDATE 2-Blockbuster cuts online price, challenges Netflix","Video chain Blockbuster Inc (BBI.N: Quote, Profile, Research) on Friday said it would lower the price of its online DVD rentals to undercut a similar move by Netflix Inc."
3,Twinkies maker in crisis,There #39;s an old saying in the business world when a sale seems all but assured: It was as easy as selling Hostess Twinkies. That may no longer be true.
3,Revlon 3rd-Quarter Loss Widens," CHICAGO (Reuters) - Cosmetics maker Revlon Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=REV.N target=/stocks/quickinfo/fullquote""&gt;REV.N&lt;/A&gt; on  Wednesday said its third-quarter net loss widened on  refinancing costs and declining sales."
3,BAE buys Pentagon contractor,"British defense firm BAE Systems has agreed to pay \$600 million (333.7 million pounds) for DigitalNet Holdings, a maker of secure Pentagon computer networks, the companies say in a weekend statement."
3,US Newspapers and their Audience,"USA Today is read by people who think they ought to run the country but dont really understand the Washington Post. They do, however, like their smog statistics shown in pie charts."
3,Yukos files for bankruptcy protection in Bush #39;s backyard,Russian oil giant Yukos yesterday increased the stakes in its battle with the Kremlin when it filed for bankruptcy in the United States in an unusual move possibly intended to pitch Washington against Moscow.
3,Study May ID Source of Vioxx Problem,"Nov. 11, 2004 -- A private research team claims to have identified a unique action of the painkiller Vioxx, which is independent of its anti-inflammatory action, that might explain why it #39;s linked to heart "
3,European Shares Tread Water, LONDON (Reuters) - European shares traded sideways on  Wednesday but banks were a bright spot as Britain's HBOS  rallied on relief it would not be wading into a bidding war for  domestic peer Abbey.
3,Oil Climbing Back Up After Supply Report, LONDON (Reuters) - Oil prices rebounded from seven-week  lows on Wednesday as U.S. heating oil stocks fell for an eighth  straight week ahead of winter.
3,Asian telecom firms come together,Seven Asian telecommunications firms are coming together to invest between \$30m and \$40m (16.3m and 22m) in new mobile phone services and technology.
3,"Employers Add 112,000 New Jobs in Nov.","Employers slowed their hiring as they headed into the holiday shopping season, adding just 112,000 new jobs in November for the weakest gain in five months."
3,"Amazon.com, Microsoft sue spammers,  #39;phishers #39;",Amazon.com Inc. and Microsoft Corp. have filed several lawsuits in various Seattle courts aimed at computer spammers and  quot;phishers quot; who use a look-alike Amazon.
3,Boston Scientific to Offer Senior Notes,Medical device maker Boston Scientific Corp. on Monday said it is launching a public offering of two series of its senior notes to repay commercial paper borrowings and for general corporate purposes.
3,KPMG Units Agree to Pay to Settle Malpractice Suits,"The American and Belgian arms of KPMG International, a global accounting cooperative based in Switzerland, have agreed to pay \$115 million to settle claims of accounting malpractice growing "
3,A cure for shortage?,"It #39;s too late for this year #39;s flu season, but a Canadian drug company yesterday said it has agreed to provide influenza vaccines to Henry Schein Inc."
3,US Stocks Up Slightly After Ford Forecast," NEW YORK (Reuters) - U.S. blue chips edged higher on   Friday after Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; raised its earnings  forecasts, but wireless technology provider Qualcomm Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QCOM.O target=/stocks/quickinfo/fullquote""&gt;QCOM.O&lt;/A&gt; held back the Nasdaq after saying an accounting review  may reduce pretax income.  "
3,Oracle #39;s next fight seen at boardroom,"LOS ANGLES (CBS.MW) - Following its latest rejection, the next stage in Oracle Corp #39;s battle to buy PeopleSoft is set to begin in a courtroom on Wednesday."
3,VW and unions begin a new round of talks,"HANNOVER, Germany Senior negotiators from Volkswagen and its main union entered another round of negotiations on Tuesday as they worked to reach a cost-cutting contract and head off the first comprehensive strike at the automaker #39;s factories in western "
3,U.S. Stocks Slip as Profit Warnings Weigh," NEW YORK (Reuters) - U.S. stocks slipped on Wednesday after  several companies issued profit warnings, while Fed Chairman  Alan Greenspan's remarks that the economy was pulling out of a  summer soft patch did little to quell expectations for a rate  hike later this month."
3,Jeremy Warner #39;s Outlook: Is anyone safe as Spitzer takes aim at &lt;b&gt;...&lt;/b&gt;,"Is no one safe from Eliot Spitzer #39;s accusing finger? After the investment banking, fund management and pharmaceuticals industries comes the insurance sector, which in a suit filed by the New York attorney "
3,U.S. Oil Clings Near \$47," SINGAPORE (Reuters) - U.S. oil prices hovered near \$47 a  barrel on Wednesday, awaiting data that was expected to show a  big drop in fuel stocks in the United States due to  weather-related disruptions to output and shipments."
3,Rentokil rules out break-up,"Rentokil Initial, supplier of services ranging from security guards and pest control to conferences and exotic plants, has ruled out breaking itself up, despite tumbling profits and a swirl of takeover speculation."
3,HHG gets out of red zone,AMP spin-off HHG plc has produced a pound stg. 46 million (\$A117 million) profit for the six months to June 30 - a massive turnaround from the pound stg.
3,"Stocks Drop on \$49 Oil, Slowing Economy"," NEW YORK (Reuters) - U.S. blue-chip stocks fell  on  Thursday to nearly a five-week low as crude oil touched \$49 a  barrel, close to the record set last month, and a key gauge of  future economic activity fell for a third straight month."
3,Sun Micro Aims to Woo Banking Customers (Reuters),"Reuters - Sun Microsystems Inc.  is\staging its first press and customer event in New York on\Tuesday in three years to roll out new products and woo\customers in the banking industry, one of the network computer\maker's most important markets."
3,Abbey top job for Santander man,"The new owners of Abbey National, Banco Santander Central Hispano, yesterday appointed their own man to head up their 9.1bn acquisition and pledged not to close any of Abbey #39;s 740 branches."
3,Ryanair Could Profit with High Oil - CEO (Reuters),"Reuters - Europe's biggest no-frills\airline, Ireland's Ryanair Holdings Plc , will turn a\profit even if oil prices hit  #36;75 a barrel, Chief Executive\Michael O'Leary was quoted saying on Sunday."
3,"Bank of America to Cut 4,500 More Jobs","The Bank of America Corporation said yesterday that it would cut an additional 4,500 jobs from its ranks, beginning this month, as it simplifies operations."
3,Treasuries Trim Gains After GDP Data (Reuters),Reuters - Treasury debt prices trimmed early\gains on Friday after U.S. economic data proved to be not quite\as weak as some bulls had been betting.
3,Jukebox is reborn for the Internet age,"The Internet has changed the way people listen to music in their personal space. (Think iPod and other portable music players.) Now, it's also changing the way people listen to music in public places, such as restaurants and bars."
3,US Job Cuts Steepest in Eight Months,"up 45 percent from August -- according to a survey released by the outplacement firm Challenger, Gray and Christmas. Compared with a year ago, job cuts were up 41 percent."
3,Dollar Slumps After Weak U.S. Data, NEW YORK (Reuters) - The dollar sagged on Tuesday as softer  U.S. data on Tuesday re-ignited worries that the world's  largest economy has yet to recover from its recent soft patch.
3,Stocks Rise; Healthcare Sector Climbs," NEW YORK (Reuters) - U.S. stocks rose on Wednesday, a day  after a sharp sell-off, as value investors picked up shares in  lagging sectors such as healthcare."
3,US Air Pilots to Vote on Pay-Cut Proposal, WASHINGTON (Reuters) - Bankrupt US Airways took a crucial  step toward securing \$300 million in concessions from its  pilots union late on Tuesday when leaders of the labor group  said they would forward a plan to cut wages and benefits to all  pilots for a vote.
3,No relief as IMF and World Bank talks on poor end in failure,"THE worlds leading finance officials and ministers yesterday failed to reach agreement on debt relief for the poorest nations. Wrapping up a weekend of IMF and World Bank talks in Washington, no agreement appeared to have been secured."
3,PeopleSoft Ousts CEO in Oracle Battle,"In Oct 1 story headlined  quot;PeopleSoft Ousts CEO Amid Oracle Battle, quot; please read in paragraph 16 ... originally offering \$16 a share ... instead of ... originally offering \$19.50 a share ... By Michael Kahn and Martha Graybow."
3,How Millionaires are Born,There's hope for the next generation when teens begin investing their money.
3,Oracle victorious in quest for PeopleSoft,"It #39;s finally over. Business-software maker PeopleSoft (PSFT) agreed to be acquired by rival Oracle (ORCL) for \$10.3 billion Monday, ending 18 "
3,"Despite Mega-Deals, Small Mergers Rule"," Philadelphia (Reuters) - Despite the euphoria of one of the  busiest weeks in U.S. mergers and acquisitions in almost five  years, Wall Street investment bankers cannot live by mega-deals  alone."
3,UPDATE 2-GE sells India back office unit stake for \$500 mln,"General Electric Co. (GE.N: Quote, Profile, Research) , the world #39;s top conglomerate, said on Monday it had sold a majority of its pioneering Indian back "
3,The Health Care Clash Moves to the Next Aisle,Supermarkets face a new showdown as labor unions determined to keep health benefits spar with management trying to compete with Wal-Mart.
3,Halliburton says profit in Iraq is weak,"HOUSTON Halliburton, the oil services company once run by Dick Cheney, the US vice president, reported on Tuesday a quarterly loss and only meager pickings from its vast operations in Iraq."
3,Adobe Posts Sharp Rise in Profit," NEW YORK (Reuters) - Adobe Systems Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ADBE.O target=/stocks/quickinfo/fullquote""&gt;ADBE.O&lt;/A&gt; on Monday  reported a sharp rise in quarterly profit, driven by robust  demand for its Photoshop and document-sharing software."
3,No go for Mitsubishi Fuso buses because of faulty seats,"TOKYO - Japan #39;s Transport Ministry has urged bus operators across the country to idle all buses made by scandal-hit Mitsubishi Fuso Truck and Bus Corporation, after passengers were injured by faulty seats that suddenly broke away from the floor."
3,AT amp; Wireless unveils messaging-only handheld,"AT amp;T Wireless on Monday seemed to be trying to turn back the clock on cell phone design trends when it introduced the Ogo, a messaging-only handheld."
3,Vivendi Flashes V for Victory,"Vivendi (NYSE: V) is one of those complex behemoths of a firm that normally doesn #39;t make it onto my radar since, as a lazy Fool, I prefer my companies small and simple."
3,Hardie feels boycott pain,ASBESTOS-RELATED boycotts of James Hardie products have forced the controversial building products maker to slash its profit forecast.
3,Fireman's Fund says it will keep insuring autos in Mass.,"Fireman's Fund Insurance Co., apparently swayed by recent meetings with a Massachusetts regulator, reversed course yesterday and said it now plans to continue writing auto insurance policies in the state next year."
3,Federal tax staff strike over wages,"OTTAWA -- About 8,000 employees of the federal tax agency walked off the job yesterday in Ontario and BC, including 280 in London, leaving public phone queries unanswered and federal revenue cheques uncashed."
3,LA parking company lands contract renewal with ABIA,Los Angeles-based Ampco System Parking has received a multi-year contract renewal with Austin-Bergstrom International Airport. 
3,"services will make cash flow, says Vodafone","Vodafone, the world #39;s largest mobile phone company, believes it can generate an extra 2.5 billion in cash every year by reducing costs and getting customers to spend more on their phones."
3,"Dutch bank to lay off 2,850 staff","ABN Amro, the Netherlands #39; largest bank, is to cut 2,850 jobs as a result of falling profits. The cuts - amounting to 3 of the bank #39;s workforce - will result in a one-off charge of 790m euros (\$1.1bn)."
3,Circulation investigation hits Times,A wide-reaching federal investigation into newspaper circulation practices has knocked on the door of a fourth New York daily - The New York Times.
3,Consumer Price Index up 0.6 in Oct.,"(Washington-AP) Nov. 17, 2004 - The Labor Department #39;s Consumer Price Index shows a larger-than-expected gain, but combined with Thursday #39;s reading on wholesale inflation, analysts say the picture is one where "
3,Artificial trees grow on Americans,More and more Americans are waking up Christmas morning to find Santa #39;s presents nestled under the plastic branches of an artificial tree.
3,ATA Files for Bankruptcy," LOS ANGELES (Reuters) - ATA Holdings Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ATAH.O target=/stocks/quickinfo/fullquote""&gt;ATAH.O&lt;/A&gt;, parent  of struggling low-cost carrier ATA Airlines, on Tuesday filed  for Chapter 11 bankruptcy protection as falling fares and  soaring fuel prices drained it of cash."
3,Update 8: Yukos Removes Anti-Crisis Plan From Agenda,"Shareholders of the foundering Russian oil giant Yukos will not vote on an anti-crisis plan at a Dec. 20 meeting, the company said in a statement Friday, saying the plan would be impossible to implement in "
3,Jury rules 9/11 was two attacks,"Attaching victory to a string of defeats, a jury yesterday agreed with World Trade Center developer Larry Silverstein #39;s claim that the planes that struck the Twin Towers represented two separate, insurable events."
3,"Stocks Drop on \$49 Oil, Slowing Economy","US blue-chip stocks fell on Thursday to nearly a five-week low as crude oil touched \$49 a barrel, close to the record set last month, and a key gauge of future economic activity fell for a third straight month."
3,IBM to Expand Data Centers Across World," SAN FRANCISCO (Reuters) - IBM is expanding and adding new  technology to 11 of its data centers in North America, Europe  and Asia to meet growing demand and rolled out new services to  customers, the world's largest computer company said late on  Thursday."
3,Knight Steps Down as Nike Chief,"Phil Knight stepped down Thursday as president and chief executive officer of Nike Inc., the athletic shoe and clothing company he co-founded."
3,"BA, Virgin to up fuel surcharge",British Airways and Richard Branson #39;s Virgin Atlantic Airways say they will raise fuel surcharges following similar moves by major European carriers this week as oil prices surged.
3,"Denver storm covers roads in ice, knocks out power.","DENVER - A Halloween storm gave the Denver metro area its first taste of snow for the fall, and dumped even more white gold on top of snow that had already fallen at Colorado #39;s mountain ski resorts."
3,"300,000 seek 3,000 dockworker jobs","LOS ANGELES  Longshore union and port shipping officials yesterday sifted through 300,000 applications submitted as part of a special lottery for 3,000 lucrative temporary dockworker jobs at the nation #39;s largest port complex. "
3,Google Raises \$1.67 Bln in Cut-Price IPO,"NEW YORK/SAN FRANCISCO (Reuters) - Google Inc., the most popular Internet search engine, raised \$1.67 billion on Wednesday in its long-awaited IPO after slashing the price and size of an offer beset by missteps and ..."
3,ADV: Forex Trading: The New Financial Account,"Get real-time rates, free charts and news, as well as a free demo trading account from FXCM - the market maker for Forex trading. Visit the site today."
3,Penn National buys Argosy Gaming Co.,"Argosy Gaming Co., the owner of Sioux City #39;s riverboat casino, has been sold to Penn National Gaming Inc. in a \$1.4 billion deal that would create the nation #39;s third-largest operator of casinos."
3,Telstra in \$750m buyback,"By staff writers and wires. THE nationn #39;s biggest telco, Telstra Corp, is offering shareholders up to \$4.65 per share in a off-market buyback worth \$750 million."
3,PayPal and Apple iTunes link-up,Payment system Paypal announces a tie-up with Apple's iTunes as it continues to secure new business with online retailers.
3,Shares in easyJet fall to all-time low,EasyJet #39;s bumpy ride continued yesterday as shares in the no-frills airline hit an all-time low after it warned that fares will remain under pressure next year.
3,Disney's Eisner Sees Iger as Successor," LOS ANGELES (Reuters) - Walt Disney Co. Chief Executive  Michael Eisner said company President Robert Iger is his  ""preferred choice"" to succeed him in running the entertainment  conglomerate, according to an interview in Sunday's Los Angeles  Times."
3,I was kept in the dark: Anil,"Anil Ambani has written to his brother Mukesh, saying his powers as vice-chairman and managing director of Reliance Industries have been diluted by  quot;keeping him completely in the dark quot;."
3,Administration cuts job growth forecast,"The Bush administration, after being ridiculed by Democrats for an overly optimistic jobs forecast this year, yesterday significantly reduced its forecast for new jobs that will be created in 2005. It slightly boosted its estimate for overall economic growth."
3,China Aviation Oil Says Still in Business,"The main supplier of jet fuel to China is continuing to do business despite a criminal investigation of its US\$550 million (euro414 million) in losses on derivative trading, the company said."
3,"Walgreen Profit Rises 30.5 Pct, Shares Up"," CHICAGO (Reuters) - Walgreen Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WAG.N target=/stocks/quickinfo/fullquote""&gt;WAG.N&lt;/A&gt; on Monday posted a  30.5 percent rise in quarterly profit, boosted by sales of  generic drugs and digital photo processing, sending its shares  to a nearly three-year high."
3,"Update 2: Volkswagen, Workers Renew Wage Talks","Wage negotiations between Volkswagen AG and Germany #39;s biggest industrial union broke up without agreement Thursday, but the two sides agreed to hold more talks next week even as the union presses ahead with plans for a flurry of short work stoppages."
3,Wachovia Profit Rises 14 Percent,"Wachovia Corp. (WB.N: Quote, Profile, Research) , the No. 5 US bank, on Friday said third-quarter profit rose 14 percent, helped by increased lending to consumers and a decline in bad loans."
3,Miner shares the wealth,"BHP Billiton, the world #39;s biggest miner, will buy back as much as A\$1.5 billion (\$1.6 billion) of its Australian stock as part of a plan to return profit from soaring commodity prices to investors."
3,Brown-Forman Earnings Jump 67 Percent,"Brown-Forman Corp. , which sells products ranging from Jack Daniels whiskey to Lenox china, on Thursday posted a better-than-expected 67 percent jump in earnings as aggressive marketing boosted sales of premium spirits and new wines."
3,United Rentals Sees 3Q Goodwill Charge,Equipment rental company United Rentals Inc. on Tuesday said it will likely report a non-cash charge in the third quarter to write down the goodwill of its suffering traffic control business.
3,Spokane diocese files for bankruptcy,"By becoming only the third diocese nationally to seek shelter in bankruptcy court, the Roman Catholic Diocese of Spokane is hoping the court will help provide a clearer picture of its financial liability in mounting sex-abuse lawsuits and goad its "
3,Progress Energy Cuts Earnings Outlook Because Of Hurricanes,"RALEIGH, NC -- Progress Energy says it will take nearly \$300 million to restore downed electrical lines, splintered utility poles and blasted transformers in hurricane-ravaged Florida."
3,Google Faces Challenge of Public Company Status,"Your name is synonymous with searching the Internet, and you #39;ve just raised roughly \$1.7 billion from investors by going public."
3,Oil Back Up to \$55 on US Winter Stocks,LONDON - Oil prices charged back up to \$55 a barrel this week as a fresh fall in US heating oil stocks stoked worries over winter supplies.
3,"Electronics, Health Care","Profit at Tyco #39;s electronics unit rose more than fourfold in the quarter as revenue climbed 15 percent on higher sales volume in automotive, communications, computer and consumer electronics."
3,Cendant to Buy Orbitz for  #36;1.25 Billion (Reuters),"Reuters - Travel and real estate heavyweight\Cendant Corp.  said on Wednesday it will buy travel Web\site Orbitz Inc.  for about  #36;1.25 billion, making it\the No. 2 online travel agency."
3,Athlete's Foot Seeks Bankruptcy Protection (AP),"AP - Sneaker retailer Athlete's Foot Stores LLC filed a voluntary Chapter 11 petition Thursday in the U.S. Bankruptcy Court in Manhattan, according to court papers."
3,Bank customers to lose 'float' time,"Horace Small knows it's a bad idea to write checks without enough money in the bank to cover them. But with property taxes and car insurance making huge dents in his income, the neighborhood organizer occasionally relies on the  quot;float quot; -- the two or three days it takes for checks to clear -- to juggle all of his payments."
3,Former Merrill Executives Convicted in Enron Scam,A jury convicted four former Merrill Lynch (MER:NYSE - news - research) executives and a former Enron employee of conspiracy and fraud in the first criminal trial involving employees of Wall Street and the once-beleaguered company.
3,IBM Exec May Become Computer Associates CEO,"Troubled business software company Computer Associates International Inc. has selected longtime IBM executive John Swainson as its new chief executive, The Wall Street Journal reported Monday."
3,Global Funds Offer Broad Exposure (AP),"AP - With the U.S. economy likely to slow next year, many investors are looking to add more international exposure to their portfolios in hopes of winning higher returns. A number of global mutual funds offer what seems like easy one-stop shopping, but experts warn that all are not created equal."
3,Update 4: EU Head Office Trims 2005 Growth Forecast,"The European Union #39;s head office issued a bleak economic report Tuesday, warning that the sharp rise in oil prices will  quot;take its toll quot; on economic growth next year while the euro #39;s renewed climb could threaten crucial exports."
